"practice","period","total_scripts","total_quantity","high_dose_scripts","high_dose_quantity","hd_script_ratio","hd_quantity_ratio"
"J83619",2018-06-01,5,136,0,0,0,0
"J83619",2018-08-01,9,240,0,0,0,0
"J83619",2018-09-01,7,192,0,0,0,0
"J83619",2018-10-01,10,268,0,0,0,0
"J83619",2018-11-01,6,160,0,0,0,0
"J83625",2018-01-01,30,748,0,0,0,0
"J83625",2018-02-01,28,740,0,0,0,0
"J83625",2018-03-01,26,636,0,0,0,0
"J83625",2018-04-01,33,816,0,0,0,0
"J83625",2018-05-01,35,912,0,0,0,0
"J83625",2018-06-01,30,756,0,0,0,0
"J83625",2018-08-01,34,872,0,0,0,0
"J83625",2018-09-01,27,642,0,0,0,0
"J83625",2018-10-01,34,820,0,0,0,0
"J83625",2018-11-01,32,740,0,0,0,0
"J83629",2018-01-01,6,136,0,0,0,0
"J83629",2018-02-01,6,144,0,0,0,0
"J83629",2018-03-01,6,144,0,0,0,0
"J83629",2018-04-01,8,172,0,0,0,0
"J83629",2018-05-01,6,156,0,0,0,0
"J83629",2018-06-01,6,128,0,0,0,0
"J83629",2018-08-01,6,136,0,0,0,0
"J83629",2018-09-01,7,160,0,0,0,0
"J83629",2018-10-01,14,320,0,0,0,0
"J83629",2018-11-01,8,204,0,0,0,0
"J83630",2018-01-01,7,168,0,0,0,0
"J83630",2018-02-01,5,112,0,0,0,0
"J83630",2018-03-01,6,128,0,0,0,0
"J83630",2018-04-01,5,104,0,0,0,0
"J83630",2018-05-01,7,164,0,0,0,0
"J83630",2018-06-01,4,88,0,0,0,0
"J83630",2018-08-01,4,92,0,0,0,0
"J83630",2018-09-01,7,164,0,0,0,0
"J83630",2018-10-01,5,124,0,0,0,0
"J83630",2018-11-01,5,124,0,0,0,0
"J83632",2018-01-01,11,268,0,0,0,0
"J83632",2018-02-01,18,484,0,0,0,0
"J83632",2018-03-01,13,312,0,0,0,0
"J83632",2018-04-01,18,484,0,0,0,0
"J83632",2018-05-01,15,360,0,0,0,0
"J83632",2018-06-01,15,360,0,0,0,0
"J83632",2018-08-01,17,400,0,0,0,0
"J83632",2018-09-01,21,540,0,0,0,0
"J83632",2018-10-01,17,456,0,0,0,0
"J83632",2018-11-01,20,508,0,0,0,0
"J83633",2018-02-01,1,24,0,0,0,0
"J83633",2018-03-01,1,24,0,0,0,0
"J83633",2018-04-01,3,54,0,0,0,0
"J83633",2018-05-01,1,24,0,0,0,0
"J83633",2018-06-01,1,24,0,0,0,0
"J83633",2018-08-01,1,24,0,0,0,0
"J83633",2018-09-01,1,24,0,0,0,0
"J83633",2018-10-01,1,24,0,0,0,0
"J83633",2018-11-01,1,24,0,0,0,0
"J83636",2018-01-01,13,260,1,4,0.0769230769230769,0.0153846153846154
"J83636",2018-02-01,19,461,2,8,0.105263157894737,0.017353579175705
"J83636",2018-03-01,16,357,1,4,0.0625,0.0112044817927171
"J83636",2018-04-01,20,508,0,0,0,0
"J83636",2018-05-01,20,542,0,0,0,0
"J83636",2018-06-01,15,326,0,0,0,0
"J83636",2018-08-01,16,452,0,0,0,0
"J83636",2018-09-01,18,412,0,0,0,0
"J83636",2018-10-01,24,656,0,0,0,0
"J83636",2018-11-01,22,628,0,0,0,0
"J83643",2018-01-01,4,88,0,0,0,0
"J83643",2018-02-01,1,24,0,0,0,0
"J83645",2018-01-01,1,32,0,0,0,0
"J83645",2018-02-01,2,36,1,4,0.5,0.111111111111111
"J83645",2018-03-01,2,36,1,4,0.5,0.111111111111111
"J83645",2018-04-01,1,32,0,0,0,0
"J83645",2018-05-01,1,32,0,0,0,0
"J83645",2018-06-01,2,33,0,0,0,0
"J83645",2018-08-01,1,32,0,0,0,0
"J83645",2018-09-01,2,33,0,0,0,0
"J83645",2018-10-01,1,32,0,0,0,0
"J83645",2018-11-01,2,64,0,0,0,0
"J83646",2018-08-01,2,48,0,0,0,0
"J83646",2018-10-01,1,24,0,0,0,0
"J83646",2018-11-01,2,64,0,0,0,0
"J84003",2018-01-01,22,564,0,0,0,0
"J84003",2018-02-01,19,496,0,0,0,0
"J84003",2018-03-01,27,696,0,0,0,0
"J84003",2018-04-01,17,440,0,0,0,0
"J84003",2018-05-01,19,496,0,0,0,0
"J84003",2018-06-01,20,524,0,0,0,0
"J84003",2018-08-01,24,608,0,0,0,0
"J84003",2018-09-01,22,536,0,0,0,0
"J84003",2018-10-01,21,516,0,0,0,0
"J84003",2018-11-01,17,432,0,0,0,0
"J84004",2018-01-01,34,1035,0,0,0,0
"J84004",2018-02-01,31,900,0,0,0,0
"J84004",2018-03-01,37,1118,0,0,0,0
"J84004",2018-04-01,32,878,0,0,0,0
"J84004",2018-05-01,35,1078,0,0,0,0
"J84004",2018-06-01,37,986,0,0,0,0
"J84004",2018-08-01,30,768,0,0,0,0
"J84004",2018-09-01,42,1276,0,0,0,0
"J84004",2018-10-01,37,1254,0,0,0,0
"J84004",2018-11-01,42,1184,0,0,0,0
"J84005",2018-01-01,25,610,0,0,0,0
"J84005",2018-02-01,21,504,0,0,0,0
"J84005",2018-03-01,29,732,0,0,0,0
"J84005",2018-04-01,25,610,0,0,0,0
"J84005",2018-05-01,29,724,0,0,0,0
"J84005",2018-06-01,23,578,0,0,0,0
"J84005",2018-08-01,29,704,0,0,0,0
"J84005",2018-09-01,30,798,0,0,0,0
"J84005",2018-10-01,28,764,0,0,0,0
"J84005",2018-11-01,35,882,0,0,0,0
"J84007",2018-01-01,27,688,0,0,0,0
"J84007",2018-02-01,20,664,0,0,0,0
"J84007",2018-03-01,33,828,0,0,0,0
"J84007",2018-04-01,33,850,0,0,0,0
"J84007",2018-05-01,31,964,1,48,0.032258064516129,0.0497925311203319
"J84007",2018-06-01,26,670,0,0,0,0
"J84007",2018-08-01,32,980,0,0,0,0
"J84007",2018-09-01,31,876,0,0,0,0
"J84007",2018-10-01,32,842,0,0,0,0
"J84007",2018-11-01,35,1032,0,0,0,0
"J84008",2018-01-01,18,580,0,0,0,0
"J84008",2018-02-01,8,216,0,0,0,0
"J84008",2018-03-01,15,592,0,0,0,0
"J84008",2018-04-01,12,376,0,0,0,0
"J84008",2018-05-01,11,424,0,0,0,0
"J84008",2018-06-01,17,568,0,0,0,0
"J84008",2018-08-01,13,400,0,0,0,0
"J84008",2018-09-01,12,352,0,0,0,0
"J84008",2018-10-01,16,572,0,0,0,0
"J84008",2018-11-01,17,480,0,0,0,0
"J84010",2018-01-01,27,750,0,0,0,0
"J84010",2018-02-01,19,486,0,0,0,0
"J84010",2018-03-01,25,700,0,0,0,0
"J84010",2018-04-01,29,882,0,0,0,0
"J84010",2018-05-01,23,860,0,0,0,0
"J84010",2018-06-01,21,964,0,0,0,0
"J84010",2018-08-01,21,964,0,0,0,0
"J84010",2018-09-01,19,768,0,0,0,0
"J84010",2018-10-01,23,972,0,0,0,0
"J84010",2018-11-01,21,842,0,0,0,0
"J84011",2018-01-01,37,874,0,0,0,0
"J84011",2018-02-01,39,1044,0,0,0,0
"J84011",2018-03-01,40,1024,0,0,0,0
"J84011",2018-04-01,41,1142,0,0,0,0
"J84011",2018-05-01,53,1314,0,0,0,0
"J84011",2018-06-01,42,1008,0,0,0,0
"J84011",2018-08-01,39,1048,0,0,0,0
"J84011",2018-09-01,42,1092,0,0,0,0
"J84011",2018-10-01,43,1022,0,0,0,0
"J84011",2018-11-01,44,1192,0,0,0,0
"J84012",2018-01-01,30,868,1,28,0.0333333333333333,0.032258064516129
"J84012",2018-02-01,22,580,0,0,0,0
"J84012",2018-03-01,26,740,0,0,0,0
"J84012",2018-04-01,28,720,0,0,0,0
"J84012",2018-05-01,24,696,0,0,0,0
"J84012",2018-06-01,26,724,0,0,0,0
"J84012",2018-08-01,32,888,0,0,0,0
"J84012",2018-09-01,26,656,0,0,0,0
"J84012",2018-10-01,27,728,0,0,0,0
"J84012",2018-11-01,34,908,0,0,0,0
"J84013",2018-01-01,52,1353,0,0,0,0
"J84013",2018-02-01,39,1028,0,0,0,0
"J84013",2018-03-01,49,1206,0,0,0,0
"J84013",2018-04-01,52,1354,0,0,0,0
"J84013",2018-05-01,43,1107,0,0,0,0
"J84013",2018-06-01,42,1143,0,0,0,0
"J84013",2018-08-01,53,1406,0,0,0,0
"J84013",2018-09-01,36,984,0,0,0,0
"J84013",2018-10-01,48,1358,0,0,0,0
"J84013",2018-11-01,50,1225,0,0,0,0
"J84014",2018-01-01,39,992,0,0,0,0
"J84014",2018-02-01,26,780,0,0,0,0
"J84014",2018-03-01,38,864,0,0,0,0
"J84014",2018-04-01,30,702,0,0,0,0
"J84014",2018-05-01,35,931,1,30,0.0285714285714286,0.0322234156820623
"J84014",2018-06-01,39,946,0,0,0,0
"J84014",2018-08-01,35,856,0,0,0,0
"J84014",2018-09-01,38,919,0,0,0,0
"J84014",2018-10-01,31,733,0,0,0,0
"J84014",2018-11-01,31,795,0,0,0,0
"J84015",2018-01-01,27,964,0,0,0,0
"J84015",2018-02-01,27,1010,0,0,0,0
"J84015",2018-03-01,22,700,0,0,0,0
"J84015",2018-04-01,26,1175,0,0,0,0
"J84015",2018-05-01,24,816,0,0,0,0
"J84015",2018-06-01,25,957,0,0,0,0
"J84015",2018-08-01,30,1100,0,0,0,0
"J84015",2018-09-01,22,704,0,0,0,0
"J84015",2018-10-01,26,1052,0,0,0,0
"J84015",2018-11-01,30,1066,0,0,0,0
"J84016",2018-01-01,24,543,0,0,0,0
"J84016",2018-02-01,22,550,0,0,0,0
"J84016",2018-03-01,23,548,0,0,0,0
"J84016",2018-04-01,25,643,0,0,0,0
"J84016",2018-05-01,23,625,0,0,0,0
"J84016",2018-06-01,21,532,0,0,0,0
"J84016",2018-08-01,28,648,0,0,0,0
"J84016",2018-09-01,23,532,0,0,0,0
"J84016",2018-10-01,22,532,0,0,0,0
"J84016",2018-11-01,25,576,0,0,0,0
"J84017",2018-01-01,18,676,0,0,0,0
"J84017",2018-02-01,13,460,0,0,0,0
"J84017",2018-03-01,16,528,0,0,0,0
"J84017",2018-04-01,17,656,0,0,0,0
"J84017",2018-05-01,18,600,0,0,0,0
"J84017",2018-06-01,16,551,0,0,0,0
"J84017",2018-08-01,13,464,0,0,0,0
"J84017",2018-09-01,21,844,0,0,0,0
"J84017",2018-10-01,10,284,0,0,0,0
"J84017",2018-11-01,22,807,0,0,0,0
"J84018",2018-01-01,7,200,0,0,0,0
"J84018",2018-02-01,6,156,0,0,0,0
"J84018",2018-03-01,6,124,0,0,0,0
"J84018",2018-04-01,3,148,0,0,0,0
"J84018",2018-05-01,9,236,0,0,0,0
"J84018",2018-06-01,7,278,0,0,0,0
"J84018",2018-08-01,6,180,0,0,0,0
"J84018",2018-09-01,7,260,0,0,0,0
"J84018",2018-10-01,7,188,0,0,0,0
"J84018",2018-11-01,11,368,0,0,0,0
"J84019",2018-01-01,34,1004,0,0,0,0
"J84019",2018-02-01,28,692,0,0,0,0
"J84019",2018-03-01,20,548,0,0,0,0
"J84019",2018-04-01,28,832,0,0,0,0
"J84019",2018-05-01,27,700,0,0,0,0
"J84019",2018-06-01,40,998,0,0,0,0
"J84019",2018-08-01,44,1204,0,0,0,0
"J84019",2018-09-01,34,952,0,0,0,0
"J84019",2018-10-01,46,1394,0,0,0,0
"J84019",2018-11-01,36,932,0,0,0,0
"J84020",2018-01-01,6,244,0,0,0,0
"J84020",2018-02-01,9,396,0,0,0,0
"J84020",2018-03-01,7,216,1,4,0.142857142857143,0.0185185185185185
"J84020",2018-04-01,8,328,0,0,0,0
"J84020",2018-05-01,9,460,0,0,0,0
"J84020",2018-06-01,6,236,0,0,0,0
"J84020",2018-08-01,8,312,0,0,0,0
"J84020",2018-09-01,7,328,0,0,0,0
"J84020",2018-10-01,3,116,0,0,0,0
"J84020",2018-11-01,8,412,0,0,0,0
"J84606",2018-04-01,1,16,0,0,0,0
"K81001",2018-01-01,12,256,1,4,0.0833333333333333,0.015625
"K81001",2018-02-01,29,672,5,32,0.172413793103448,0.0476190476190476
"K81001",2018-03-01,21,424,3,16,0.142857142857143,0.0377358490566038
"K81001",2018-04-01,20,456,2,8,0.1,0.0175438596491228
"K81001",2018-05-01,23,592,2,12,0.0869565217391304,0.0202702702702703
"K81001",2018-06-01,19,464,2,8,0.105263157894737,0.0172413793103448
"K81001",2018-08-01,19,444,1,4,0.0526315789473684,0.00900900900900901
"K81001",2018-09-01,22,580,1,8,0.0454545454545455,0.0137931034482759
"K81001",2018-10-01,19,528,1,4,0.0526315789473684,0.00757575757575758
"K81001",2018-11-01,17,368,2,12,0.117647058823529,0.0326086956521739
"K81002",2018-01-01,42,1062,0,0,0,0
"K81002",2018-02-01,26,684,0,0,0,0
"K81002",2018-03-01,43,1076,0,0,0,0
"K81002",2018-04-01,34,888,0,0,0,0
"K81002",2018-05-01,41,1028,1,8,0.024390243902439,0.00778210116731518
"K81002",2018-06-01,39,1028,0,0,0,0
"K81002",2018-08-01,37,956,0,0,0,0
"K81002",2018-09-01,30,784,0,0,0,0
"K81002",2018-10-01,35,892,0,0,0,0
"K81002",2018-11-01,40,1028,0,0,0,0
"K81003",2018-01-01,38,996,0,0,0,0
"K81003",2018-02-01,42,1041,1,8,0.0238095238095238,0.00768491834774256
"K81003",2018-03-01,34,872,0,0,0,0
"K81003",2018-04-01,39,1033,1,8,0.0256410256410256,0.00774443368828654
"K81003",2018-05-01,36,1033,0,0,0,0
"K81003",2018-06-01,38,944,1,8,0.0263157894736842,0.00847457627118644
"K81003",2018-08-01,41,1077,1,8,0.024390243902439,0.0074280408542247
"K81003",2018-09-01,52,1341,1,8,0.0192307692307692,0.00596569724086503
"K81003",2018-10-01,43,1128,0,0,0,0
"K81003",2018-11-01,46,1241,0,0,0,0
"K81004",2018-01-01,79,1972,1,8,0.0126582278481013,0.00405679513184584
"K81004",2018-02-01,57,1424,0,0,0,0
"K81004",2018-03-01,59,1568,0,0,0,0
"K81004",2018-04-01,74,1846,1,8,0.0135135135135135,0.00433369447453954
"K81004",2018-05-01,71,1692,0,0,0,0
"K81004",2018-06-01,63,1524,0,0,0,0
"K81004",2018-08-01,72,1808,0,0,0,0
"K81004",2018-09-01,50,1256,0,0,0,0
"K81004",2018-10-01,82,1992,0,0,0,0
"K81004",2018-11-01,67,1596,0,0,0,0
"K81005",2018-01-01,8,140,2,8,0.25,0.0571428571428571
"K81005",2018-02-01,7,124,1,8,0.142857142857143,0.0645161290322581
"K81005",2018-03-01,5,128,0,0,0,0
"K81005",2018-04-01,5,92,1,8,0.2,0.0869565217391304
"K81005",2018-05-01,5,120,1,4,0.2,0.0333333333333333
"K81005",2018-06-01,5,92,1,8,0.2,0.0869565217391304
"K81005",2018-08-01,8,180,1,8,0.125,0.0444444444444444
"K81005",2018-09-01,2,56,0,0,0,0
"K81005",2018-10-01,7,216,1,8,0.142857142857143,0.037037037037037
"K81005",2018-11-01,7,192,0,0,0,0
"K81006",2018-01-01,45,1164,1,8,0.0222222222222222,0.00687285223367698
"K81006",2018-02-01,42,1136,2,16,0.0476190476190476,0.0140845070422535
"K81006",2018-03-01,46,1236,1,8,0.0217391304347826,0.00647249190938511
"K81006",2018-04-01,44,1268,2,16,0.0454545454545455,0.0126182965299685
"K81006",2018-05-01,51,1340,2,24,0.0392156862745098,0.017910447761194
"K81006",2018-06-01,48,1244,2,16,0.0416666666666667,0.0128617363344051
"K81006",2018-08-01,48,1112,3,32,0.0625,0.0287769784172662
"K81006",2018-09-01,46,1232,3,32,0.0652173913043478,0.025974025974026
"K81006",2018-10-01,48,1240,1,8,0.0208333333333333,0.00645161290322581
"K81006",2018-11-01,34,940,1,16,0.0294117647058824,0.0170212765957447
"K81007",2018-01-01,8,172,2,12,0.25,0.0697674418604651
"K81007",2018-02-01,12,276,3,20,0.25,0.072463768115942
"K81007",2018-03-01,10,252,2,12,0.2,0.0476190476190476
"K81007",2018-04-01,9,216,2,12,0.222222222222222,0.0555555555555556
"K81007",2018-05-01,7,128,2,12,0.285714285714286,0.09375
"K81007",2018-06-01,8,164,2,12,0.25,0.0731707317073171
"K81007",2018-08-01,9,208,2,8,0.222222222222222,0.0384615384615385
"K81007",2018-09-01,6,132,1,4,0.166666666666667,0.0303030303030303
"K81007",2018-10-01,9,220,1,4,0.111111111111111,0.0181818181818182
"K81007",2018-11-01,10,224,1,4,0.1,0.0178571428571429
"K81010",2018-01-01,21,560,0,0,0,0
"K81010",2018-02-01,20,538,1,10,0.05,0.0185873605947955
"K81010",2018-03-01,20,548,0,0,0,0
"K81010",2018-04-01,15,416,0,0,0,0
"K81010",2018-05-01,19,484,0,0,0,0
"K81010",2018-06-01,15,360,0,0,0,0
"K81010",2018-08-01,13,316,0,0,0,0
"K81010",2018-09-01,17,436,0,0,0,0
"K81010",2018-10-01,12,264,0,0,0,0
"K81010",2018-11-01,19,508,0,0,0,0
"K81012",2018-01-01,62,1528,0,0,0,0
"K81012",2018-02-01,55,1348,0,0,0,0
"K81012",2018-03-01,53,1300,0,0,0,0
"K81012",2018-04-01,50,1300,0,0,0,0
"K81012",2018-05-01,53,1284,0,0,0,0
"K81012",2018-06-01,55,1356,0,0,0,0
"K81012",2018-08-01,70,1708,0,0,0,0
"K81012",2018-09-01,52,1248,0,0,0,0
"K81012",2018-10-01,63,1568,0,0,0,0
"K81012",2018-11-01,73,1740,0,0,0,0
"K81014",2018-01-01,68,1552,10,80,0.147058823529412,0.0515463917525773
"K81014",2018-02-01,69,1576,12,96,0.173913043478261,0.0609137055837563
"K81014",2018-03-01,63,1612,6,44,0.0952380952380952,0.0272952853598015
"K81014",2018-04-01,75,1828,9,76,0.12,0.0415754923413567
"K81014",2018-05-01,61,1496,6,44,0.0983606557377049,0.0294117647058824
"K81014",2018-06-01,85,1894,10,78,0.117647058823529,0.0411826821541711
"K81014",2018-08-01,96,2312,10,96,0.104166666666667,0.041522491349481
"K81014",2018-09-01,93,2212,6,56,0.0645161290322581,0.0253164556962025
"K81014",2018-10-01,113,2488,10,96,0.0884955752212389,0.0385852090032154
"K81014",2018-11-01,102,2460,8,72,0.0784313725490196,0.0292682926829268
"K81015",2018-01-01,11,316,0,0,0,0
"K81015",2018-02-01,11,280,0,0,0,0
"K81015",2018-03-01,10,272,0,0,0,0
"K81015",2018-04-01,14,416,0,0,0,0
"K81015",2018-05-01,13,348,0,0,0,0
"K81015",2018-06-01,8,204,0,0,0,0
"K81015",2018-08-01,14,424,0,0,0,0
"K81015",2018-09-01,8,272,0,0,0,0
"K81015",2018-10-01,12,316,0,0,0,0
"K81015",2018-11-01,13,352,0,0,0,0
"K81017",2018-01-01,64,1492,1,4,0.015625,0.00268096514745308
"K81017",2018-02-01,54,1408,0,0,0,0
"K81017",2018-03-01,61,1464,0,0,0,0
"K81017",2018-04-01,56,1396,0,0,0,0
"K81017",2018-05-01,62,1512,0,0,0,0
"K81017",2018-06-01,56,1344,0,0,0,0
"K81017",2018-08-01,62,1524,0,0,0,0
"K81017",2018-09-01,51,1256,0,0,0,0
"K81017",2018-10-01,61,1612,0,0,0,0
"K81017",2018-11-01,45,1120,0,0,0,0
"K81018",2018-01-01,23,584,0,0,0,0
"K81018",2018-02-01,18,400,0,0,0,0
"K81018",2018-03-01,23,556,0,0,0,0
"K81018",2018-04-01,23,494,0,0,0,0
"K81018",2018-05-01,19,426,0,0,0,0
"K81018",2018-06-01,15,370,0,0,0,0
"K81018",2018-08-01,18,442,0,0,0,0
"K81018",2018-09-01,17,410,0,0,0,0
"K81018",2018-10-01,18,420,0,0,0,0
"K81018",2018-11-01,18,414,0,0,0,0
"K81019",2018-01-01,9,160,0,0,0,0
"K81019",2018-02-01,8,128,0,0,0,0
"K81019",2018-03-01,8,204,0,0,0,0
"K81019",2018-04-01,11,140,0,0,0,0
"K81019",2018-05-01,4,112,0,0,0,0
"K81019",2018-06-01,2,36,0,0,0,0
"K81019",2018-08-01,9,148,0,0,0,0
"K81019",2018-09-01,7,92,0,0,0,0
"K81019",2018-10-01,2,36,0,0,0,0
"K81019",2018-11-01,4,80,0,0,0,0
"K81020",2018-01-01,35,936,3,20,0.0857142857142857,0.0213675213675214
"K81020",2018-02-01,40,826,5,44,0.125,0.0532687651331719
"K81020",2018-03-01,39,1156,3,20,0.0769230769230769,0.0173010380622837
"K81020",2018-04-01,46,1012,6,40,0.130434782608696,0.0395256916996047
"K81020",2018-05-01,37,932,4,24,0.108108108108108,0.0257510729613734
"K81020",2018-06-01,37,1104,2,16,0.0540540540540541,0.0144927536231884
"K81020",2018-08-01,42,1184,1,8,0.0238095238095238,0.00675675675675676
"K81020",2018-09-01,39,1113,0,0,0,0
"K81020",2018-10-01,36,1048,3,28,0.0833333333333333,0.0267175572519084
"K81020",2018-11-01,36,952,1,8,0.0277777777777778,0.00840336134453781
"K81021",2018-01-01,24,560,0,0,0,0
"K81021",2018-02-01,23,536,0,0,0,0
"K81021",2018-03-01,22,548,0,0,0,0
"K81021",2018-04-01,20,548,0,0,0,0
"K81021",2018-05-01,27,685,0,0,0,0
"K81021",2018-06-01,22,588,0,0,0,0
"K81021",2018-08-01,26,674,0,0,0,0
"K81021",2018-09-01,22,636,0,0,0,0
"K81021",2018-10-01,24,656,0,0,0,0
"K81021",2018-11-01,23,636,0,0,0,0
"K81022",2018-01-01,120,2260,24,156,0.2,0.0690265486725664
"K81022",2018-02-01,102,1964,20,152,0.196078431372549,0.0773930753564155
"K81022",2018-03-01,116,2032,21,140,0.181034482758621,0.0688976377952756
"K81022",2018-04-01,109,1926,22,140,0.201834862385321,0.0726895119418484
"K81022",2018-05-01,126,2122,21,140,0.166666666666667,0.0659754948162111
"K81022",2018-06-01,105,2084,15,104,0.142857142857143,0.0499040307101727
"K81022",2018-08-01,119,2165,28,165,0.235294117647059,0.0762124711316397
"K81022",2018-09-01,116,2132,19,112,0.163793103448276,0.0525328330206379
"K81022",2018-10-01,127,2357,32,161,0.251968503937008,0.0683071701315231
"K81022",2018-11-01,118,2180,23,129,0.194915254237288,0.0591743119266055
"K81023",2018-01-01,22,584,0,0,0,0
"K81023",2018-02-01,25,738,0,0,0,0
"K81023",2018-03-01,26,698,0,0,0,0
"K81023",2018-04-01,23,640,0,0,0,0
"K81023",2018-05-01,28,788,0,0,0,0
"K81023",2018-06-01,22,510,0,0,0,0
"K81023",2018-08-01,20,586,0,0,0,0
"K81023",2018-09-01,19,530,0,0,0,0
"K81023",2018-10-01,20,540,0,0,0,0
"K81023",2018-11-01,24,684,0,0,0,0
"K81024",2018-01-01,37,784,6,44,0.162162162162162,0.0561224489795918
"K81024",2018-02-01,38,820,4,28,0.105263157894737,0.0341463414634146
"K81024",2018-03-01,39,848,3,24,0.0769230769230769,0.0283018867924528
"K81024",2018-04-01,37,748,6,48,0.162162162162162,0.0641711229946524
"K81024",2018-05-01,38,794,4,28,0.105263157894737,0.035264483627204
"K81024",2018-06-01,44,868,6,44,0.136363636363636,0.0506912442396313
"K81024",2018-08-01,34,740,4,32,0.117647058823529,0.0432432432432432
"K81024",2018-09-01,35,716,5,40,0.142857142857143,0.0558659217877095
"K81024",2018-10-01,40,892,4,32,0.1,0.0358744394618834
"K81024",2018-11-01,43,900,6,48,0.13953488372093,0.0533333333333333
"K81025",2018-01-01,59,1384,3,24,0.0508474576271186,0.0173410404624277
"K81025",2018-02-01,61,1413,4,32,0.0655737704918033,0.0226468506723284
"K81025",2018-03-01,68,1576,4,28,0.0588235294117647,0.0177664974619289
"K81025",2018-04-01,65,1532,6,44,0.0923076923076923,0.0287206266318538
"K81025",2018-05-01,64,1500,4,28,0.0625,0.0186666666666667
"K81025",2018-06-01,59,1336,5,32,0.0847457627118644,0.0239520958083832
"K81025",2018-08-01,95,2404,4,24,0.0421052631578947,0.00998336106489185
"K81025",2018-09-01,65,1640,5,40,0.0769230769230769,0.024390243902439
"K81025",2018-10-01,63,1572,6,48,0.0952380952380952,0.0305343511450382
"K81025",2018-11-01,79,1908,2,16,0.0253164556962025,0.00838574423480084
"K81026",2018-01-01,9,244,0,0,0,0
"K81026",2018-02-01,6,144,0,0,0,0
"K81026",2018-03-01,8,272,0,0,0,0
"K81026",2018-04-01,12,408,0,0,0,0
"K81026",2018-05-01,9,232,0,0,0,0
"K81026",2018-06-01,11,296,0,0,0,0
"K81026",2018-08-01,14,400,1,8,0.0714285714285714,0.02
"K81026",2018-09-01,9,244,0,0,0,0
"K81026",2018-10-01,12,416,1,4,0.0833333333333333,0.00961538461538462
"K81026",2018-11-01,11,276,1,4,0.0909090909090909,0.0144927536231884
"K81027",2018-01-01,94,1525,0,0,0,0
"K81027",2018-02-01,77,1377,2,16,0.025974025974026,0.0116194625998548
"K81027",2018-03-01,98,1816,1,8,0.0102040816326531,0.00440528634361234
"K81027",2018-04-01,88,1632,2,16,0.0227272727272727,0.00980392156862745
"K81027",2018-05-01,84,1536,0,0,0,0
"K81027",2018-06-01,89,1560,0,0,0,0
"K81027",2018-08-01,100,1890,0,0,0,0
"K81027",2018-09-01,102,1774,1,4,0.00980392156862745,0.00225479143179256
"K81027",2018-10-01,85,1460,0,0,0,0
"K81027",2018-11-01,97,1928,1,4,0.0103092783505155,0.0020746887966805
"K81028",2018-01-01,13,304,0,0,0,0
"K81028",2018-02-01,15,324,1,8,0.0666666666666667,0.0246913580246914
"K81028",2018-03-01,21,468,2,16,0.0952380952380952,0.0341880341880342
"K81028",2018-04-01,13,312,0,0,0,0
"K81028",2018-05-01,18,396,2,16,0.111111111111111,0.0404040404040404
"K81028",2018-06-01,12,300,0,0,0,0
"K81028",2018-08-01,10,176,1,8,0.1,0.0454545454545455
"K81028",2018-09-01,18,372,1,8,0.0555555555555556,0.021505376344086
"K81028",2018-10-01,11,276,1,8,0.0909090909090909,0.0289855072463768
"K81028",2018-11-01,17,308,1,8,0.0588235294117647,0.025974025974026
"K81030",2018-01-01,35,1056,0,0,0,0
"K81030",2018-02-01,35,1020,0,0,0,0
"K81030",2018-03-01,41,1010,0,0,0,0
"K81030",2018-04-01,34,869,0,0,0,0
"K81030",2018-05-01,43,1252,0,0,0,0
"K81030",2018-06-01,30,780,0,0,0,0
"K81030",2018-08-01,34,855,0,0,0,0
"K81030",2018-09-01,30,780,0,0,0,0
"K81030",2018-10-01,30,840,0,0,0,0
"K81030",2018-11-01,37,1000,0,0,0,0
"K81032",2018-01-01,8,224,0,0,0,0
"K81032",2018-02-01,9,152,4,32,0.444444444444444,0.210526315789474
"K81032",2018-03-01,16,420,3,24,0.1875,0.0571428571428571
"K81032",2018-04-01,4,72,2,16,0.5,0.222222222222222
"K81032",2018-05-01,11,272,1,8,0.0909090909090909,0.0294117647058824
"K81032",2018-06-01,8,184,2,16,0.25,0.0869565217391304
"K81034",2018-01-01,11,256,0,0,0,0
"K81034",2018-02-01,11,252,0,0,0,0
"K81034",2018-03-01,15,384,0,0,0,0
"K81034",2018-04-01,12,320,0,0,0,0
"K81034",2018-05-01,16,408,0,0,0,0
"K81034",2018-06-01,17,384,1,8,0.0588235294117647,0.0208333333333333
"K81034",2018-08-01,15,368,0,0,0,0
"K81034",2018-09-01,15,368,0,0,0,0
"K81034",2018-10-01,16,362,1,8,0.0625,0.0220994475138122
"K81034",2018-11-01,16,380,0,0,0,0
"K81036",2018-01-01,24,676,2,12,0.0833333333333333,0.0177514792899408
"K81036",2018-02-01,18,400,4,28,0.222222222222222,0.07
"K81036",2018-03-01,19,568,1,4,0.0526315789473684,0.00704225352112676
"K81036",2018-04-01,17,544,4,28,0.235294117647059,0.0514705882352941
"K81036",2018-05-01,19,540,0,0,0,0
"K81036",2018-06-01,17,404,2,12,0.117647058823529,0.0297029702970297
"K81036",2018-08-01,19,628,0,0,0,0
"K81036",2018-09-01,16,380,0,0,0,0
"K81036",2018-10-01,23,668,0,0,0,0
"K81036",2018-11-01,18,542,0,0,0,0
